Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
incomplete_trials_vch4_hyp_3,visual_ch_task_hyp,,checkbox,"Not all tasks are complete. In order to proceed, please complete the remaining tasks. If you have completed the tasks, then refresh this page.","1, Checkbox disabled until all tasks are complete. Refresh the page to update.",,,,,,"([task_data_vch_short_psychedelic_3] = """" and [task_data_vch_retrieved_3_hyp]="""") and ([random_rpt]='7' or [random_rpt]='8' or [random_rpt]='9' or [random_rpt]='10' or [random_rpt]='11' or [random_rpt]='12')",y,,,,, @READONLY
incomplete_trials_vch4_hyp_4,visual_ch_task_hyp,,checkbox,"Not all tasks are complete. In order to proceed, please complete the remaining tasks. If you have completed the tasks, then refresh this page.","1, Checkbox disabled until all tasks are complete. Refresh the page to update.",,,,,,"([task_data_vch_short_psychedelic_4] = """" and [task_data_vch_retrieved_4_hyp]="""") and ([random_rpt]='13' or [random_rpt]='14' or [random_rpt]='15' or [random_rpt]='16' or [random_rpt]='17' or [random_rpt]='18')",y,,,,, @READONLY
incomplete_trials_vch4_hyp_5,visual_ch_task_hyp,,checkbox,"Not all tasks are complete. In order to proceed, please complete the remaining tasks. If you have completed the tasks, then refresh this page.","1, Checkbox disabled until all tasks are complete. Refresh the page to update.",,,,,,"([task_data_vch_short_psychedelic_5] = """" and [task_data_vch_retrieved_5_hyp]="""") and ([random_rpt]='19' or [random_rpt]='20' or [random_rpt]='21' or [random_rpt]='22' or [random_rpt]='23' or [random_rpt]='24')",y,,,,, @READONLY
notsaving_vch_hyp,visual_ch_task_hyp,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you have </span>completed the tasks<span style=""font-weight: normal;"">, and</span> refreshed this page<span style=""font-weight: normal;"">, and attempted the </span>troubleshooting above<span style=""font-weight: normal;"">, </span><span style=""font-weight: normal;"">but are </span>still unable to proceed<span style=""font-weight: normal;"">, please email </span>maximillian.greenwald@yale.edu<span style=""font-weight: normal;""> with the subject line ""</span>data not saving: <span style=""text-decoration: underline;"">[record_id]</span><span style=""font-weight: normal;"">"" and include in the body of the email which </span>game you are on <span style=""font-weight: normal;"">and the </span>date and time<span style=""font-weight: normal;""> you completed the game.</span></p></div>",,,,,,,,,,,,,
confirm_vch_tasks_hyp,visual_ch_task_hyp,,checkbox,"<div class=""rich-text-field-label""><p>Congratulations! You have completed the game.</p> <p><span style=""font-weight: normal;"">Take a break now if you need one! You can take as long of a break as you need, as long as the games are completed within 24 hours. </span>Just click ""Save and Return Later"" at the bottom and input your email address when prompted to receive your return link. <span style=""font-weight: normal;"">Click the return link in your email inbox when you're ready to continue. </span></p> <p>If you're not going to take a break, <em>click the box</em> so you can proceed to the next game!</p></div>","1, Click to proceed",,,,,,"([task_data_vch_short_psychedelic_2] <> """" or [task_data_vch_retrieved_2_hyp] <> """") and ([random_rpt]='1' or [random_rpt]='2' or [random_rpt]='3' or [random_rpt]='4' or [random_rpt]='5' or [random_rpt]='6')",y,,,,,
confirm_vch_tasks_hyp_2,visual_ch_task_hyp,,checkbox,"<div class=""rich-text-field-label""><p>Congratulations! You have completed the game.</p> <p><span style=""font-weight: normal;"">Take a break now if you need one! You can take as long of a break as you need, as long as the games are completed within 24 hours. </span>Just click ""Save and Return Later"" at the bottom and input your email address when prompted to receive your return link. <span style=""font-weight: normal;"">Click the return link in your email inbox when you're ready to continue. </span></p> <p>If you're not going to take a break, <em>click the box</em> so you can proceed to the next game!</p></div>","1, Click to proceed",,,,,,"([task_data_vch_short_psychedelic_3] <> """" or [task_data_vch_retrieved_3_hyp] <> """") and ([random_rpt]='7' or [random_rpt]='8' or [random_rpt]='9' or [random_rpt]='10' or [random_rpt]='11' or [random_rpt]='12')",y,,,,,
confirm_vch_tasks_hyp_3,visual_ch_task_hyp,,checkbox,"<div class=""rich-text-field-label""><p>Congratulations! You have completed the game.</p> <p><span style=""font-weight: normal;"">Take a break now if you need one! You can take as long of a break as you need, as long as the games are completed within 24 hours. </span>Just click ""Save and Return Later"" at the bottom and input your email address when prompted to receive your return link. <span style=""font-weight: normal;"">Click the return link in your email inbox when you're ready to continue. </span></p> <p>If you're not going to take a break, <em>click the box</em> so you can proceed to the next game!</p></div>","1, Click to proceed",,,,,,"([task_data_vch_short_psychedelic_4] <> """" or [task_data_vch_retrieved_4_hyp] <> """") and ([random_rpt]='13' or [random_rpt]='14' or [random_rpt]='15' or [random_rpt]='16' or [random_rpt]='17' or [random_rpt]='18')",y,,,,,
confirm_vch_tasks_hyp_4,visual_ch_task_hyp,,checkbox,"<div class=""rich-text-field-label""><p>Congratulations! You have completed the game.</p> <p><span style=""font-weight: normal;"">Take a break now if you need one! You can take as long of a break as you need, as long as the games are completed within 24 hours. </span>Just click ""Save and Return Later"" at the bottom and input your email address when prompted to receive your return link. <span style=""font-weight: normal;"">Click the return link in your email inbox when you're ready to continue. </span></p> <p>If you're not going to take a break, <em>click the box</em> so you can proceed to the next game!</p></div>","1, Click to proceed",,,,,,"([task_data_vch_short_psychedelic_5] <> """" or [task_data_vch_retrieved_5_hyp] <> """") and ([random_rpt]='19' or [random_rpt]='20' or [random_rpt]='21' or [random_rpt]='22' or [random_rpt]='23' or [random_rpt]='24')",y,,,,,
timestamp_vch_hyp,visual_ch_task_hyp,,text,,,,datetime_seconds_mdy,,,,,,,,,, @NOW @HIDDEN
headphones_recheck_prl_hyp,probabilistic_reversal_task_hyp,"<div class=""rich-text-field-label""><p>Next Game: Lucky Picture Picking Game!</p> <p> </p></div>",yesno,"<div class=""rich-text-field-label""><p>Are you using the same headphones as you were before?</p></div>",,,,,,,,y,,,,,
headphones_type_prl_hyp,probabilistic_reversal_task_hyp,,notes,"<div class=""rich-text-field-label""><p>What model or type of headphones are you using now?</p></div>",,,,,,,[headphones_recheck_prl_hyp]='0',y,,,,,
monitor_recheck_prl_hyp,probabilistic_reversal_task_hyp,,yesno,"<div class=""rich-text-field-label""><p>Are you using the same monitor or laptop you were using before?</p></div>",,,,,,,,y,,,,,
monitor_type_prl_hyp,probabilistic_reversal_task_hyp,,notes,"<div class=""rich-text-field-label""><p>What type of monitor or laptop are you using now?</p></div>",,,,,,,[monitor_recheck_prl_hyp]='0',y,,,,,
prl_intensity_vas,probabilistic_reversal_task_hyp,,slider,How intense are the current psychedelic effects? ,Not detectable | Half Intensity| Maximum Intensity,,,,,,,y,LH,,,,
fullscreen_hyp,probabilistic_reversal_task_hyp,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Make sure your window is set to </span><span style=""text-decoration: underline;"">full screen</span><span style=""font-weight: normal;"">.</span></p> <p> </p> <p><span style=""font-weight: normal;"">Is your window set to </span><span style=""text-decoration: underline;"">full screen</span><span style=""font-weight: normal;"">?</span></p></div>",,,,,,,,y,,,,,
bonusinfo_hyp,probabilistic_reversal_task_hyp,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Keep up the attention for this next one: t</span>he top 20% of players get an extra $2 after the study is completed<span style=""font-weight: normal;"">! :)</span></p></div>",,,,,,,,,,,,,
prltask_task_hyp,probabilistic_reversal_task_hyp,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""font-size: 14pt;"">Now you're ready for the game!</span></p> <p style=""text-align: center;""><span style=""font-size: 10pt;"">Remember to keep your headphones in, volume at 100% and screen brightness at 100%!</span></p> <p style=""text-align: center;""> </p> <p style=""text-align: center;""><span style=""font-size: 18pt;""><em>HIT <span style=""color: #c09c0b;"">""REFRESH"" IF THE GAME PAUSES</span> FOR LONGER THAN 10 SECONDS!</em></span></p> <p style=""text-align: center;""><span style=""font-size: 18pt;""><a href=""https://powerslab.research.yale.edu/PRLtask1/#/?id=[encrypted_metadata_uri]&survey_url=[survey-url]"">Lucky Picture Picking Game</a> (~15 minutes) - [task_data_prltask1_complete]</span></p> <p style=""text-align: center;""> </p></div>",,,,,,,([random_rpt]='1' or [random_rpt]='2' or [random_rpt]='3' or [random_rpt]='4' or [random_rpt]='5' or [random_rpt]='6'),,,,,,
prltask_task_hyp_2,probabilistic_reversal_task_hyp,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""font-size: 14pt;"">Now you're ready for the game!</span></p> <p style=""text-align: center;"">Remember to keep your headphones in, volume at 100% and screen brightness at 100%!</p> <p style=""text-align: center;""> </p> <p style=""text-align: center;""><span style=""font-size: 18pt;""><em>HIT <span style=""color: #c09c0b;"">""REFRESH"" IF THE GAME PAUSES</span> FOR LONGER THAN 10 SECONDS!</em></span></p> <p style=""text-align: center;""><span style=""font-size: 18pt;""><a href=""https://powerslab.research.yale.edu/PRLtask2/#/?id=[encrypted_metadata_uri]&survey_url=[survey-url]"">Lucky Picture Picking Game</a> (~15 minutes)- [task_data_prltask2_complete]</span></p> <p style=""text-align: center;""> </p></div>",,,,,,,([random_rpt]='7' or [random_rpt]='8' or [random_rpt]='9' or [random_rpt]='10' or [random_rpt]='11' or [random_rpt]='12'),,,,,,
prl_task_hyp_3,probabilistic_reversal_task_hyp,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""font-size: 14pt;"">Now you're ready for the game!</span><br><br>Remember to keep your headphones in, volume at 100% and screen brightness at 100%!</p> <p style=""text-align: center;""> </p> <p style=""text-align: center;""><span style=""font-size: 18pt;""><em>HIT <span style=""color: #c09c0b;"">""REFRESH"" IF THE GAME PAUSES</span> FOR LONGER THAN 10 SECONDS!</em></span><br><br><span style=""font-size: 18pt;""><a href=""https://powerslab.research.yale.edu/PRLtask3/#/?id=[encrypted_metadata_uri]&survey_url=[survey-url]"">Lucky Picture Picking Game</a>- (15 minutes) [task_data_prltask3_complete]</span><br><br></p></div>",,,,,,,([random_rpt]='13' or [random_rpt]='14' or [random_rpt]='15' or [random_rpt]='16' or [random_rpt]='17' or [random_rpt]='18'),,,,,,
prltask_task_hyp_4,probabilistic_reversal_task_hyp,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""font-size: 14pt;"">Now you're ready for the game!</span></p> <p style=""text-align: center;"">Remember to keep your headphones in, volume at 100% and screen brightness at 100%!</p> <p style=""text-align: center;""> </p> <p style=""text-align: center;""><span style=""font-size: 18pt;""><em>HIT <span style=""color: #c09c0b;"">""REFRESH"" IF THE GAME PAUSES</span> FOR LONGER THAN 10 SECONDS!</em></span></p> <p style=""text-align: center;""><span style=""font-size: 18pt;""><a href=""https://powerslab.research.yale.edu/PRLtask4/#/?id=[encrypted_metadata_uri]&survey_url=[survey-url]"">Lucky Picture Picking Game</a> (~15 minutes)- [task_data_prltask4_complete]</span></p> <p style=""text-align: center;""> </p></div>",,,,,,,([random_rpt]='19' or [random_rpt]='20' or [random_rpt]='21' or [random_rpt]='22' or [random_rpt]='23' or [random_rpt]='24'),,,,,,
links_prl,probabilistic_reversal_task_hyp,,descriptive,"<div class=""rich-text-field-label""><p><span style=""text-decoration: underline;""><span style=""font-size: 18pt;"">REMINDER: The following will redirect you to REDCap and let you move onto other games if needed.</span></span></p> <p> </p> <p><span style=""text-decoration: underline;""><span style=""font-size: 12pt;"">[survey-link:visual_ch_task_hyp:Can You See the Pattern?]</span></span></p> <p> </p> <p><span style=""text-decoration: underline;""><span style=""font-size: 12pt;"">[survey-link:probabilistic_reversal_task_hyp:Lucky Picture Picking Game]</span></span></p> <p> </p> <p><span style=""text-decoration: underline;""><span style=""font-size: 12pt;"">[survey-link:auditory_ch_task_hyp:Can You Hear the Tone?]</span></span></p> <p> </p> <p><span style=""text-decoration: underline; font-size: 12pt;"">[survey-link:space_junk_hyp:Space Junk Collection Game]</span></p></div>",,,,,,,,,,,,,
task_nosave_yn_prl_hyp,probabilistic_reversal_task_hyp,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Have you </span>completed<span style=""font-weight: normal;""> the ""<span style=""text-decoration: underline;"">Lucky Picture Picking</span>"" Game today but the</span> game failed to save <span style=""font-weight: normal;"">and it's</span> not letting you move on<span style=""font-weight: normal;"">?</span></p></div>",,,,,,,,,,,,,
task_nosave_opt_prl_hyp,probabilistic_reversal_task_hyp,,yesno,"<div class=""rich-text-field-label""><p><span style=""text-decoration: underline;"">FIRST</span><span style=""font-weight: normal;""> you should try </span><em>clicking the link again</em><span style=""font-weight: normal;""> and waiting 5 seconds to see if it</s""font-weight: normal;""> it saves.</span></p> <p>If you want to finish this survey as soon as possible <span style=""font-weight: normal;"">the best option is to replay the game (we're sorry!) <em>Just make sure you have stable internet first!</em></span></p> <p> </p> <p><span style=""font-weight: normal;"">If you most want to </span>avoid replaying the game<span style=""font-weight: normal;""> there is one way to check to see if you can recover the data and move on. </span></p> <p> </p> <p><span style=""font-weight: normal;"">Hit </span>Yes<span style=""font-weight: normal;""> if you want to see this method. </span></p> <p> </p> <p><span style=""font-weight: normal;""><em>If either approach fails, </em>you may </span>email maximillian.greenwald@yale.edu<span style=""font-weight: normal;""> with the </span>subject line <span style=""font-weight: normal;"">""Task data not saving for [record_id]"" and include in the body of the email </span>which<span style=""font-weight: normal;""> </span>game<span style=""font-weight: normal;""> you are on and the </span>date<span style=""font-weight: normal;""> and </span>time<span style=""font-weight: normal;""> you completed the game.</span></p></div>",,,,,,,[task_nosave_yn_prl_hyp]='1',,,,,,
tdlbl_094,probabilistic_reversal_task_hyp,,descriptive,task_data_prl_retrieved_2_hyp,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_prl_retrieved_2_hyp,probabilistic_reversal_task_hyp,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Steps for retrieving a backup of your data :</span></p> <ol> <li>Right click</li> <li><span style=""font-weight: normal;""> Select ""</span>inspect<span style=""font-weight: normal;"">""</span></li> <li><span style=""font-weight: normal;"">Select the ""</span>console<span style=""font-weight: normal;"">"" tab from the top of the little box that pops up</span></li> <li><span style=""font-weight: normal;"">Type (at the bottom of the box -- your cursor should already be there) </span>console.log(sessionStorage.getItem('PRLtask1taskData'))<span style=""font-weight: normal;""> and</span> press enter<span style=""font-weight: normal;""> -- <em>Note: if you are trying to copy and paste this into the console you will need to type ""</em></span><em>allow pasting<span style=""font-weight: normal;"">"" and hit enter before doing so! </span></em></li> <li><span style=""font-weight: normal;"">If you see a bunch of test saying 'survey_url', 'response', 'encrypted_metadata' then success! This is your data. If not -- sorry :( you probably lost connection during the game and need to play again. </span></li> <li><span style=""font-weight: normal;"">If you </span>do<span style=""font-weight: normal;""> have the data, just copy it (you can click and drag but better is to hit the little </span>copy button<span style=""font-weight: normal;""> that should be at the end)</span></li> <li><span style=""font-weight: normal;"">Then paste the </span><span style=""text-decoration: underline;"">entire</span><span style=""font-weight: normal;""> blob of text into the </span>box below<span style=""font-weight: normal;"">!</span></li> </ol></div>",,,,,,,[task_nosave_opt_prl_hyp]='1' and ([random_rpt]='1' or [random_rpt]='2' or [random_rpt]='3' or [random_rpt]='4' or [random_rpt]='5' or [random_rpt]='6'),,LH,,,,
tdlbl_095,probabilistic_reversal_task_hyp,,descriptive,task_data_prl_retrieved_3_hyp,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_prl_retrieved_3_hyp,probabilistic_reversal_task_hyp,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Steps for retrieving a backup of your data :</span></p> <ol> <li>Right click</li> <li><span style=""font-weight: normal;""> Select ""</span>inspect<span style=""font-weight: normal;"">""</span></li> <li><span style=""font-weight: normal;"">Select the ""</span>console<span style=""font-weight: normal;"">"" tab from the top of the little box that pops up</span></li> <li><span style=""font-weight: normal;"">Type (at the bottom of the box -- your cursor should already be there) </span>console.log(sessionStorage.getItem('PRLtask2taskData'))<span style=""font-weight: normal;""> and</span> press enter<span style=""font-weight: normal;""> -- <em>Note: if you are trying to copy and paste this into the console you will need to type ""</em></span><em>allow pasting<span style=""font-weight: normal;"">"" and hit enter before doing so! </span></em></li> <li><span style=""font-weight: normal;"">If you see a bunch of test saying 'survey_url', 'response', 'encrypted_metadata' then success! This is your data. If not -- sorry :( you probably lost connection during the game and need to play again. </span></li> <li><span style=""font-weight: normal;"">If you </span>do<span style=""font-weight: normal;""> have the data, just copy it (you can click and drag but better is to hit the little </span>copy button<span style=""font-weight: normal;""> that should be at the end)</span></li> <li><span style=""font-weight: normal;"">Then paste the </span><span style=""text-decoration: underline;"">entire</span><span style=""font-weight: normal;""> blob of text into the </span>box below<span style=""font-weight: normal;"">!</span></li> </ol></div>",,,,,,,[task_nosave_opt_prl_hyp]='1' and ([random_rpt]='7' or [random_rpt]='8' or [random_rpt]='9' or [random_rpt]='10' or [random_rpt]='11' or [random_rpt]='12'),,LV,,,,
tdlbl_096,probabilistic_reversal_task_hyp,,descriptive,task_data_prl_retrieved_4_hyp,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_prl_retrieved_4_hyp,probabilistic_reversal_task_hyp,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Steps for retrieving a backup of your data :</span></p> <ol> <li>Right click</li> <li><span style=""font-weight: normal;""> Select ""</span>inspect<span style=""font-weight: normal;"">""</span></li> <li><span style=""font-weight: normal;"">Select the ""</span>console<span style=""font-weight: normal;"">"" tab from the top of the little box that pops up</span></li> <li><span style=""font-weight: normal;"">Type (at the bottom of the box -- your cursor should already be there) </span>console.log(sessionStorage.getItem('PRLtask3taskData'))<span style=""font-weight: normal;""> and</span> press enter<span style=""font-weight: normal;""> -- <em>Note: if you are trying to copy and paste this into the console you will need to type ""</em></span><em>allow pasting<span style=""font-weight: normal;"">"" and hit enter before doing so! </span></em></li> <li><span style=""font-weight: normal;"">If you see a bunch of test saying 'survey_url', 'response', 'encrypted_metadata' then success! This is your data. If not -- sorry :( you probably lost connection during the game and need to play again. </span></li> <li><span style=""font-weight: normal;"">If you </span>do<span style=""font-weight: normal;""> have the data, just copy it (you can click and drag but better is to hit the little </span>copy button<span style=""font-weight: normal;""> that should be at the end)</span></li> <li><span style=""font-weight: normal;"">Then paste the </span><span style=""text-decoration: underline;"">entire</span><span style=""font-weight: normal;""> blob of text into the </span>box below<span style=""font-weight: normal;"">!</span></li> </ol></div>",,,,,,,[task_nosave_opt_prl_hyp]='1' and ([random_rpt]='13' or [random_rpt]='14' or [random_rpt]='15' or [random_rpt]='16' or [random_rpt]='17' or [random_rpt]='18'),,LH,,,,
tdlbl_097,probabilistic_reversal_task_hyp,,descriptive,task_data_prl_retrieved_5_hyp,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_prl_retrieved_5_hyp,probabilistic_reversal_task_hyp,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Steps for retrieving a backup of your data :</span></p> <ol> <li>Right click</li> <li><span style=""font-weight: normal;""> Select ""</span>inspect<span style=""font-weight: normal;"">""</span></li> <li><span style=""font-weight: normal;"">Select the ""</span>console<span style=""font-weight: normal;"">"" tab from the top of the little box that pops up</span></li> <li><span style=""font-weight: normal;"">Type (at the bottom of the box -- your cursor should already be there) </span>console.log(sessionStorage.getItem('PRLtask4taskData'))<span style=""font-weight: normal;""> and</span> press enter<span style=""font-weight: normal;""> -- <em>Note: if you are trying to copy and paste this into the console you will need to type ""</em></span><em>allow pasting<span style=""font-weight: normal;"">"" and hit enter before doing so! </span></em></li> <li><span style=""font-weight: normal;"">If you see a bunch of test saying 'survey_url', 'response', 'encrypted_metadata' then success! This is your data. If not -- sorry :( you probably lost connection during the game and need to play again. </span></li> <li><span style=""font-weight: normal;"">If you </span>do<span style=""font-weight: normal;""> have the data, just copy it (you can click and drag but better is to hit the little </span>copy button<span style=""font-weight: normal;""> that should be at the end)</span></li> <li><span style=""font-weight: normal;"">Then paste the </span><span style=""text-decoration: underline;"">entire</span><span style=""font-weight: normal;""> blob of text into the </span>box below<span style=""font-weight: normal;"">!</span></li> </ol></div>",,,,,,,[task_nosave_opt_prl_hyp]='1' and ([random_rpt]='19' or [random_rpt]='20' or [random_rpt]='21' or [random_rpt]='22' or [random_rpt]='23' or [random_rpt]='24'),,LH,,,,
incomplete_trials_prl4_hyp_2,probabilistic_reversal_task_hyp,,checkbox,"Not all tasks are complete. In order to proceed, please complete the remaining tasks. If you have completed the tasks, then refresh this page.","1, Checkbox disabled until all tasks are complete. Refresh the page to update.",,,,,,"([task_data_prltask1] = """" and [task_data_prl_retrieved_2_hyp]="""") and ([random_rpt]='1' or [random_rpt]='2' or [random_rpt]='3' or [random_rpt]='4' or [random_rpt]='5' or [random_rpt]='6')",y,,,,, @READONLY
incomplete_trials_prl4_hyp_3,probabilistic_reversal_task_hyp,,checkbox,"Not all tasks are complete. In order to proceed, please complete the remaining tasks. If you have completed the tasks, then refresh this page.","1, Checkbox disabled until all tasks are complete. Refresh the page to update.",,,,,,"([task_data_prltask2] = """" and [task_data_prl_retrieved_3_hyp]="""") and ([random_rpt]='7' or [random_rpt]='8' or [random_rpt]='9' or [random_rpt]='10' or [random_rpt]='11' or [random_rpt]='12')",y,,,,, @READONLY
incomplete_trials_prl4_hyp_4,probabilistic_reversal_task_hyp,,checkbox,"Not all tasks are complete. In order to proceed, please complete the remaining tasks. If you have completed the tasks, then refresh this page.","1, Checkbox disabled until all tasks are complete. Refresh the page to update.",,,,,,"([task_data_prltask3] = """" and [task_data_prl_retrieved_4_hyp]="""") and ([random_rpt]='13' or [random_rpt]='14' or [random_rpt]='15' or [random_rpt]='16' or [random_rpt]='17' or [random_rpt]='18')",y,,,,, @READONLY
incomplete_trials_prl4_hyp_5,probabilistic_reversal_task_hyp,,checkbox,"Not all tasks are complete. In order to proceed, please complete the remaining tasks. If you have completed the tasks, then refresh this page.","1, Checkbox disabled until all tasks are complete. Refresh the page to update.",,,,,,"([task_data_prltask4] = """" and [task_data_prl_retrieved_5_hyp]="""") and ([random_rpt]='19' or [random_rpt]='20' or [random_rpt]='21' or [random_rpt]='22' or [random_rpt]='23' or [random_rpt]='24')",y,,,,, @READONLY
notsaving_prl_hyp,probabilistic_reversal_task_hyp,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you have </span>completed the tasks<span style=""font-weight: normal;"">, and</span> refreshed this page<span style=""font-weight: normal;"">, and attempted the </span>troubleshooting above<span style=""font-weight: normal;"">, </span><span style=""font-weight: normal;"">but are </span>still unable to proceed<span style=""font-weight: normal;"">, please email </span>maximillian.greenwald@yale.edu<span style=""font-weight: normal;""> with the subject line ""</span>data not saving: <span style=""text-decoration: underline;"">[record_id]</span><span style=""font-weight: normal;"">"" and include in the body of the email which </span>game you are on <span style=""font-weight: normal;"">and the </span>date and time<span style=""font-weight: normal;""> you completed the game.</span></p></div>",,,,,,,,,,,,,
confirm_prl_tasks_hyp,probabilistic_reversal_task_hyp,,checkbox,"<div class=""rich-text-field-label""><p>Congratulations! You have completed the game.</p> <p><span style=""font-weight: normal;"">Take a break now if you need one! You can take as long of a break as you need, as long as the games are completed within 24 hours. </span>Just click ""Save and Return Later"" at the bottom and input your email address when prompted to receive your return link. <span style=""font-weight: normal;"">Click the return link in your email inbox when you're ready to continue. </span></p> <p>If you're not going to take a break, <em>click the box</em> so you can proceed to the next game!</p></div>","1, Click to proceed",,,,,,"([task_data_prltask1] <> """" or [task_data_prl_retrieved_2_hyp] <> """") and ([random_rpt]='1' or [random_rpt]='2' or [random_rpt]='3' or [random_rpt]='4' or [random_rpt]='5' or [random_rpt]='6')",y,,,,,
confirm_prl_tasks_hyp_2,probabilistic_reversal_task_hyp,,checkbox,"<div class=""rich-text-field-label""><p>Congratulations! You have completed the game.</p> <p><span style=""font-weight: normal;"">Take a break now if you need one! You can take as long of a break as you need, as long as the games are completed within 24 hours. </span>Just click ""Save and Return Later"" at the bottom and input your email address when prompted to receive your return link. <span style=""font-weight: normal;"">Click the return link in your email inbox when you're ready to continue. </span></p> <p>If you're not going to take a break, <em>click the box</em> so you can proceed to the next game!</p></div>","1, Click to proceed",,,,,,"([task_data_prltask2] <> """" or [task_data_prl_retrieved_3_hyp] <> """") and ([random_rpt]='7' or [random_rpt]='8' or [random_rpt]='9' or [random_rpt]='10' or [random_rpt]='11' or [random_rpt]='12')",y,,,,,
confirm_prl_tasks_hyp_3,probabilistic_reversal_task_hyp,,checkbox,"<div class=""rich-text-field-label""><p>Congratulations! You have completed the game.</p> <p><span style=""font-weight: normal;"">Take a break now if you need one! You can take as long of a break as you need, as long as the games are completed within 24 hours. </span>Just click ""Save and Return Later"" at the bottom and input your email address when prompted to receive your return link. <span style=""font-weight: normal;"">Click the return link in your email inbox when you're ready to continue. </span></p> <p>If you're not going to take a break, <em>click the box</em> so you can proceed to the next game!</p></div>","1, Click to proceed",,,,,,"([task_data_prltask3] <> """" or [task_data_prl_retrieved_4_hyp] <> """") and ([random_rpt]='13' or [random_rpt]='14' or [random_rpt]='15' or [random_rpt]='16' or [random_rpt]='17' or [random_rpt]='18')",y,,,,,
confirm_prl_tasks_hyp_4,probabilistic_reversal_task_hyp,,checkbox,"<div class=""rich-text-field-label""><p>Congratulations! You have completed the game.</p> <p><span style=""font-weight: normal;"">Take a break now if you need one! You can take as long of a break as you need, as long as the games are completed within 24 hours. </span>Just click ""Save and Return Later"" at the bottom and input your email address when prompted to receive your return link. <span style=""font-weight: normal;"">Click the return link in your email inbox when you're ready to continue. </span></p> <p>If you're not going to take a break, <em>click the box</em> so you can proceed to the next game!</p></div>","1, Click to proceed",,,,,,"([task_data_prltask4] <> """" or [task_data_prl_retrieved_5_hyp] <> """") and ([random_rpt]='19' or [random_rpt]='20' or [random_rpt]='21' or [random_rpt]='22' or [random_rpt]='23' or [random_rpt]='24')",y,,,,,
headphones_recheck_ah_hyp,auditory_ch_task_hyp,"<div class=""rich-text-field-label""><p>Next Game: Listen for the tone!</p> <p> </p></div>",yesno,"<div class=""rich-text-field-label""><p>Are you using the same headphones as you were before?</p></div>",,,,,,,,y,,,,,
headphones_type_ah_hyp,auditory_ch_task_hyp,,notes,"<div class=""rich-text-field-label""><p>What model or type of headphones are you using now?</p></div>",,,,,,,[headphones_recheck_ah_hyp]='0',y,,,,,
monitor_recheck_ah_hyp,auditory_ch_task_hyp,,yesno,"<div class=""rich-text-field-label""><p>Are you using the same monitor or laptop you were using before?</p></div>",,,,,,,,y,,,,,
monitor_type_ah_hyp,auditory_ch_task_hyp,,notes,"<div class=""rich-text-field-label""><p>What type of monitor or laptop are you using now?</p></div>",,,,,,,[monitor_recheck_ah_hyp]='0',y,,,,,
ach_intensity_vas,auditory_ch_task_hyp,,slider,How intense are the current psychedelic effects? ,Not detectable | Half Intensity| Maximum Intensity,,,,,,,y,LH,,,,
ach_task_hyp,auditory_ch_task_hyp,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""font-size: 14pt;"">Now you're ready for the game!</span></p> <p style=""text-align: center;"">Remember to keep your headphones in, volume at 100% and screen brightness at 100%!</p> <p style=""text-align: center;""> </p> <p style=""text-align: center;""><span style=""font-size: 18pt;""><a href=""https://powerslab.research.yale.edu/ACH_Task_Short_Psychedelic2/#/?id=[encrypted_metadata_uri]&survey_url=[survey-url]"">""Can You Hear the Tone?"" Game</a> (~15 minutes) - [task_data_ach_task_short_psychedelic2_complete]</span></p> <p style=""text-align: center;""> </p></div>",,,,,,,([random_rpt]='1' or [random_rpt]='2' or [random_rpt]='3' or [random_rpt]='4' or [random_rpt]='5' or [random_rpt]='6'),,,,,,
